user_id,timestamp,region,interaction_type,response_time,feedback_score,device_type
73be6027-9789-468b-98b1-f0d06ad4d9cf,2024-07-19T18:05:42,Asia,response,0.93,,desktop
d778def9-b9a4-4b63-8c8f-5f8f36de18be,2024-01-22T14:59:08,North America,response,0.64,,desktop
cabf2e39-b88a-412e-b166-8162d9299970,2024-03-27T12:36:10,South America,query,1.21,4.0,desktop
63f88f21-6e0b-42fa-9b6f-b7edf22b8df3,2024-01-21T10:36:45,Europe,query,2.22,,desktop
66866593-e69e-460e-ae7b-56fe3342edfb,2024-08-23T00:58:52,North America,response,0.89,3.5,tablet
152c435b-cff9-4346-81f8-9ac5fc195558,2024-08-11T03:54:08,Oceania,query,2.24,,mobile
a3e58c67-edbc-4074-a2cb-517d459ff46e,2024-10-17T02:43:00,North America,query,2.77,,tablet
3b05b22f-3b4e-4f7b-ae1f-9d8a8d1aae85,2024-03-30T10:01:06,North America,query,2.54,,mobile
0328925b-26cf-416d-b7fa-b4b8a837aea2,2024-01-31T23:28:07,Asia,response,0.84,,desktop
2cc6dd7c-44eb-4647-8641-33a142bc148c,2024-02-08T20:30:56,Africa,response,2.07,,tablet
627cb6cd-a9d6-4f13-b598-0a79e80cc19e,2024-06-26T16:47:00,Oceania,response,1.43,3.3,tablet
db14f404-0d72-46bb-997d-8c0cb0aa4014,2024-08-09T01:10:35,Africa,query,0.17,2.6,mobile
d883665f-d3cb-4fe6-95df-9a10f0ecbc25,2024-03-16T01:41:43,Oceania,response,2.5,4.7,desktop
ed8afef9-2fee-41b1-84f4-bf59e6e24a41,2024-06-02T22:46:44,South America,response,1.87,2.1,desktop
65c1d9d7-333b-428f-b6d3-3752d19fc214,2024-05-10T03:41:56,Europe,query,2.61,,mobile
30dc0489-d4a0-46dd-b114-604e5d744a34,2024-08-07T09:48:15,North America,response,2.55,3.8,mobile
559b471b-b4a2-4246-a284-b80f93b38be2,2024-07-21T19:55:23,Europe,response,2.32,4.4,desktop
bf9fcc34-73a0-4996-87f3-f2e50fd808b9,2024-08-31T05:43:15,Africa,query,2.63,,tablet
cd1d08ef-00df-4aef-9281-ee3f2e7bf825,2024-10-27T19:25:43,Oceania,response,1.8,,mobile
4dfb9b45-fb00-493d-ac7b-2925f854bab3,2024-01-16T21:37:42,Africa,response,1.67,,mobile
bd318196-f59b-4728-9c12-1f687437ca97,2024-10-29T20:01:23,Europe,response,2.94,3.2,desktop
138e1a1c-5b77-4572-a521-c0192c1ed1e4,2024-01-01T15:30:51,Asia,response,2.87,,tablet
6574d5e9-dd5a-4ae8-aa8b-2b6f75c7ab11,2024-03-07T11:34:30,South America,response,1.98,5.0,tablet
a07fb4b6-6065-4bc2-aff2-5494e17625d8,2024-10-02T10:51:02,Africa,response,0.64,,desktop
d3ac3ffc-4b73-4bc3-be7f-6fd4db93dfe8,2024-03-30T04:24:17,North America,response,0.61,2.0,mobile
d681fb4d-69dc-4033-ae87-b2dc2167dc1f,2024-05-31T08:57:36,South America,response,0.56,,mobile
adcc5e88-7403-4077-a6b9-1b162a486906,2024-06-30T18:27:22,Europe,query,2.04,,tablet
3b10680c-2d19-4dec-b757-e36e5c172e3e,2024-04-09T11:20:39,Asia,query,1.84,,mobile
e74df040-af64-44b3-9b4a-a10cbc93af37,2024-02-24T02:08:30,South America,query,2.43,4.6,mobile
1a9261a1-0147-4e4d-add7-367a729028b4,2024-09-01T13:04:50,Europe,response,0.56,,desktop
0c02da10-17f8-4a81-8f0d-81a0683ae275,2024-10-14T00:03:05,Asia,query,2.87,,tablet
019db07a-358c-4ec8-8772-de620617119c,2024-12-15T05:59:27,Africa,response,1.25,,mobile
be82e845-a78c-4023-96ee-83159e3d542e,2024-11-16T02:42:47,South America,query,1.52,3.3,tablet
bdbf97a1-b190-4675-8355-720cc717196c,2024-02-28T23:21:59,Asia,query,0.93,3.3,mobile
02ed07f5-8abb-4b13-bdfd-f9d670b578a5,2024-04-11T22:39:04,Africa,response,1.63,,mobile
a8be34b3-711e-4dfb-9b91-c5f655cc96cb,2024-10-11T18:58:14,North America,response,2.07,1.3,desktop
f858d8da-df61-4a81-8160-070ac637ef4e,2024-11-19T02:44:08,South America,query,1.61,4.2,mobile
900d8676-9969-4578-9444-36343e83db00,2024-04-25T21:00:51,Africa,response,0.58,,mobile
a5c8abb0-1d33-40fb-8a09-98649d4d094a,2024-05-19T17:47:18,South America,response,2.24,,desktop
f4b46406-4844-48c6-b486-44f7892f83d0,2024-05-19T18:30:13,Europe,response,1.38,,desktop
10894c29-32c6-435c-8d36-6ac71719451f,2024-03-14T10:38:58,South America,response,0.28,3.2,tablet
11c5ef44-ac2e-4034-a537-6aba8acfe4bd,2024-05-04T01:36:18,North America,response,0.32,,tablet
2abf3d0c-c597-4906-8087-ab07ba5bb4f1,2024-06-13T19:06:54,Asia,response,0.51,2.0,mobile
af272967-7c3f-4804-80a6-3e921f8a5ad8,2024-09-25T07:09:42,North America,response,0.94,,mobile
fdee04dd-3297-46a4-9f6a-689553fab775,2024-08-31T00:13:24,Europe,response,1.32,1.5,mobile
2f6a7c7d-2864-4433-81dc-38440dd61b21,2024-07-26T04:30:09,South America,response,1.09,1.6,tablet
ea88cb57-b3a1-464d-ad8c-803e11afc01a,2024-05-19T12:48:08,Oceania,query,1.2,3.0,mobile
d939832a-3f26-4892-bcd4-39038f9d3ec4,2024-09-25T13:47:15,Europe,response,0.37,4.0,mobile
60d40b54-6b53-43f7-8646-2efaa3479243,2024-06-20T22:06:32,Oceania,response,2.2,1.0,tablet
819f75f7-a19a-4632-9547-fc494eb1710b,2024-10-13T04:52:23,Asia,response,0.17,4.8,desktop
2e619c8f-96ef-4406-b48b-cd0779cc16f2,2024-09-05T05:16:34,Africa,response,1.33,,mobile
b02e5406-6f4c-4414-8ab6-44f1ae3e7077,2024-02-16T11:58:37,Europe,response,0.6,4.2,mobile
20d894d1-c1aa-4e04-a428-87da371314b3,2024-02-27T09:15:45,South America,query,0.34,,desktop
bc27ee1f-0f61-416a-a9c9-022bf8ffb521,2024-01-24T12:38:15,North America,response,0.93,,mobile
eba9f56d-44d5-4982-885d-fa370e5d7420,2024-10-31T18:39:03,Africa,query,0.54,5.0,mobile
1861f186-3eb0-40a5-a950-f28e4cbbb2e9,2024-11-14T17:52:25,North America,query,2.51,1.5,mobile
db639ba9-64cc-4a58-b6bd-80cd9d1d4de6,2024-09-23T15:55:29,Oceania,query,1.17,,mobile
5f42e9c2-5d87-47e9-8fac-ea96e08fb533,2024-02-18T12:01:24,Oceania,response,0.87,2.0,desktop
ccdba1dd-4600-4668-9940-a4bb0f838a6b,2024-04-16T05:15:35,South America,query,0.93,,tablet
82ce6607-c511-4c9e-8fe7-e73b07770f76,2024-08-28T00:10:20,Europe,response,0.11,2.1,desktop
5b74d1d1-8a62-4be4-96e6-2f348f7fed5a,2024-08-06T21:56:54,Asia,query,2.62,,desktop
786874ac-c967-4738-8449-70582c4eed96,2024-05-29T10:55:08,South America,query,2.24,1.5,mobile
0faed142-e369-4160-8164-c8fb4ddc9449,2024-07-27T08:30:10,Oceania,response,1.0,,tablet
e8726d8c-ef8a-47e0-9caa-c616b1f0db71,2024-12-12T09:38:00,Europe,response,0.47,2.0,tablet
faa8ade5-01d5-4c1f-8684-33eb335801b4,2024-06-13T19:32:50,South America,query,2.67,1.7,mobile
d82fab9b-4ae7-4c88-bb56-1968d07a8141,2024-08-23T13:17:14,Asia,response,1.8,2.6,mobile
e4bd423a-744c-466a-aa6c-f3c134a0c7a2,2024-03-31T15:47:50,South America,response,0.26,1.1,desktop
66f78b72-bc27-4bff-8d43-093cd0cf4dd2,2024-10-29T21:56:14,Asia,query,1.12,,mobile
3a7f3547-756a-4e9c-8de5-b58d7784b015,2024-09-14T04:01:08,Europe,query,0.59,3.9,desktop
1b43d5d3-ca3b-46e3-bd19-39239e9bf74a,2024-05-21T05:22:08,Oceania,query,2.35,,tablet
8a038b0b-3f48-49a1-90ec-1a8732c43544,2024-05-23T00:52:47,Oceania,query,1.53,,tablet
3e3801cc-40e3-46f7-9be0-968ea4f9ead0,2024-01-29T11:43:48,Oceania,query,1.33,3.9,tablet
4b12cec8-5046-437e-bf9d-35dbce633f68,2024-02-04T07:10:14,Asia,response,0.84,3.8,tablet
f5fed3e9-c1e7-4720-8f89-7c5bedf4af08,2024-04-05T09:27:53,Oceania,response,1.67,3.8,mobile
de73a3a9-22f9-46ee-9e6d-0e90af05ccdf,2024-12-20T09:30:58,North America,query,1.6,,tablet
849a082c-f0a8-4fa6-ae1c-1ef0e08d7488,2024-04-12T17:43:57,Asia,query,1.04,4.2,tablet
c6e4038a-82a4-485e-bdb6-934185f820cb,2024-09-04T01:07:05,Africa,query,2.76,,desktop
c3c18aca-8000-4d30-bc9b-d852b4de22e5,2024-09-08T14:38:53,South America,response,2.83,4.2,desktop
d5eadd70-a2ae-4000-a03f-ad13d2801202,2024-08-09T19:37:30,Asia,response,0.79,4.7,tablet
924b3ed5-bf23-4ee1-b4b3-951a8ea9d2e2,2024-08-30T00:41:45,Africa,response,0.56,,desktop
e84f41ca-2f58-4794-9306-feb53e1992e7,2024-01-10T03:11:11,North America,response,2.06,,mobile
e8120ea6-1dbd-47bc-9d3a-52f762104cec,2024-03-15T15:18:04,Asia,query,2.35,1.1,mobile
83d300c9-de42-4e78-b11f-f00650a49681,2024-11-13T05:40:21,Africa,response,2.31,,tablet
1b39f814-4575-446b-a7a2-7807e1dd0a6c,2024-02-13T20:55:46,South America,query,2.92,,desktop
579d8d6d-8ede-4036-a605-b4cd7e30f055,2024-08-22T11:32:46,South America,response,2.17,2.9,tablet
2ac0fe61-abda-483d-8f0c-ea9beb645ea1,2024-08-23T03:17:14,Africa,query,1.84,3.5,desktop
34be8ea4-4934-49ca-9513-d83926360f23,2024-07-23T18:10:07,South America,query,2.64,3.4,tablet
33f931f8-102a-476d-b78b-8c7813416951,2024-08-17T17:58:22,Europe,query,2.99,3.0,desktop
f699abac-d11e-466b-a3d1-36b7166c07e2,2024-04-24T09:36:03,Africa,query,1.56,,tablet
b56c9ae3-8877-409d-b0e6-e0ac0091c6e3,2024-07-25T11:15:25,Europe,response,2.38,,desktop
bbdf8a53-02a4-4c29-8c9f-2f5fb4ab0fcd,2024-01-10T15:53:15,Africa,query,1.09,,mobile
d434a7be-9024-4115-915d-29c8e0770810,2024-12-12T07:53:29,Oceania,query,2.42,2.2,mobile
eb7ba86e-0b1c-4162-bb13-8c8710d49607,2024-07-30T15:51:30,Europe,query,0.23,3.8,desktop
893b011c-249a-477f-a403-9605f3e9a4d0,2024-08-04T05:08:49,Europe,query,2.94,,tablet
df517754-4c9a-4343-8ea8-010fe788a1c3,2024-06-08T05:12:52,South America,response,0.1,4.8,desktop
9ca3b8d8-95f0-4cdc-a47a-1c489e54a040,2024-05-24T03:58:21,Asia,response,1.12,1.6,mobile
ac7cf523-ffd7-4f7d-b5a6-b023ef862579,2024-02-25T07:49:03,Oceania,query,2.74,4.1,mobile
a8e1e0b8-9f0c-4a80-af0d-ae461047a536,2024-06-06T16:49:11,Asia,response,1.63,,desktop
260333b2-1b2f-4f63-bb2d-f2856215135d,2024-05-24T00:27:54,South America,query,2.49,3.3,desktop
7a267f65-ba2d-4b72-b80a-391a51d73d27,2024-08-27T09:01:19,Asia,query,0.36,,tablet
53fb1e75-2643-417e-aaa2-f4fd49a72d07,2024-09-22T12:05:18,Oceania,query,2.89,,tablet
bc82d5a8-6322-4819-af4c-dbc295312705,2024-12-04T03:13:05,Oceania,response,0.33,4.0,mobile
a27cb835-de1d-4f9a-904f-86e41dcc77d4,2024-11-09T21:31:49,Oceania,query,2.09,,desktop
4e492657-275e-49af-90bb-ccaf02f9b50f,2024-10-03T10:28:22,Asia,query,1.9,,mobile
a30521b2-9e9c-41fd-a035-4aa589264588,2024-03-07T10:34:51,Europe,response,0.67,2.4,desktop
883367c1-380c-431c-826e-ee119249f5f6,2024-02-01T12:01:01,South America,query,1.73,3.6,tablet
33d67eb4-512f-4b1f-92b3-73e1f9db99bb,2024-02-19T05:04:49,Europe,response,1.71,,mobile
f5f9f63a-f069-4602-bbcc-9d5b6a416aed,2024-11-04T07:45:08,Africa,response,2.69,,tablet
fde98638-b292-4e2e-af28-31c4b881f9d5,2024-10-10T04:51:19,Asia,query,2.12,4.9,tablet
8bf3b241-4d2a-4a56-b665-78dc8418b54d,2024-06-20T23:59:14,Oceania,query,2.7,2.8,desktop
a34ff62a-16bc-42c7-a09f-73938319e7d8,2024-08-10T07:24:49,Asia,query,1.78,,tablet
7fea601c-736f-4743-90f6-562e113b241d,2024-08-19T10:42:01,Europe,response,0.96,3.0,tablet
f2640e09-333c-4128-bde7-972b34239633,2024-12-11T16:11:30,Africa,response,1.96,,mobile
d4db260c-f313-4aea-97e6-32807fca4c6d,2024-05-28T02:31:17,Oceania,response,2.08,3.6,tablet
cd98dce2-9459-481f-9da7-9c0ae11cb9a1,2024-06-06T02:05:37,South America,query,1.45,,desktop
267428a2-808b-4559-ae57-1c12c907a831,2024-06-24T17:22:31,Oceania,response,2.9,,mobile
a1d134a2-0bc4-4c71-b1ec-e1f73b229195,2024-11-11T17:25:10,North America,response,2.45,,mobile
d3d02a31-bb6f-42d4-b96e-dab42ebfd409,2024-03-15T03:07:12,South America,query,0.46,1.9,mobile
55eee6be-36de-4b96-8667-8caa9948fbfb,2024-05-30T17:29:51,Africa,query,1.72,,desktop
b3ff7376-21ae-45cb-b0e3-38fbd511090f,2024-06-19T07:46:01,Asia,query,0.69,,desktop
3ce6df08-d85d-4340-ac4b-34f832c69f7a,2024-05-07T01:50:36,North America,response,1.33,4.2,tablet
ef13e5fe-f7c1-442d-bfdc-5fe4b66a8dcd,2024-02-24T19:33:53,Asia,query,1.22,,desktop
aafcf98d-8737-4ae8-bcb3-8e0fae4019b0,2024-06-03T04:14:04,Africa,response,0.86,2.1,tablet
32b13efb-6c20-475c-a2df-c1e4b09eb6da,2024-10-04T02:45:02,Europe,query,1.59,2.0,mobile
4542a34c-1200-4a16-b511-fae1745abbc1,2024-10-15T03:57:20,South America,query,2.48,,tablet
56d64d07-6cb2-43c2-adb3-64c8caacffee,2024-06-23T02:36:14,Europe,response,0.74,3.2,desktop
366f200b-6670-4f60-ad7a-3139c2adb2b5,2024-05-17T14:26:07,South America,query,0.79,3.2,mobile
4c1d6ca5-80a9-49ae-beba-7b3d628fb722,2024-11-22T07:12:49,North America,query,1.41,,mobile
36978c58-5b6d-4ef5-9a28-7f4eee37b703,2024-05-17T08:36:10,Africa,response,0.76,3.6,tablet
e026bb21-d898-4a04-9b2c-9d31f870c54b,2024-12-22T13:27:46,Europe,query,0.98,,tablet
16f086bb-a360-4b5f-b1b0-5d1a05056d5f,2024-07-19T16:29:15,Europe,query,1.35,1.4,desktop
9f1ad3c6-4095-46fe-8857-af17ed074251,2024-08-14T11:43:11,North America,query,1.36,3.2,desktop
950c9153-a107-4523-acbb-642668ca99c1,2024-08-02T02:39:08,South America,query,2.48,2.6,desktop
19f1f041-c175-4ae5-83bb-395da5815e74,2024-11-14T12:21:39,Oceania,response,1.67,,mobile
8708dcda-183f-40f2-a76f-c96affe26093,2024-09-21T21:17:33,Europe,response,1.08,4.1,tablet
94a5390c-dc73-42be-a471-fdadd62892fa,2024-01-26T10:01:04,Africa,response,0.41,,mobile
1d5de7b9-1040-4141-b79d-5a78e64ef5ed,2024-05-26T23:15:21,Europe,response,0.3,1.4,tablet
ead9b7aa-c0a9-416c-a496-34f95a72f9cc,2024-06-10T20:07:44,Africa,response,1.03,,tablet
73801972-3a35-43a4-b98d-485f839c0d6c,2024-11-07T21:57:15,Asia,query,0.91,,tablet
d98e1d8e-3046-4fca-886f-3946ad1da7b3,2024-09-25T21:10:46,North America,response,2.35,1.3,desktop
7fe558c3-1413-4ba9-a0b4-504524cc35b9,2024-09-22T08:47:48,Africa,query,1.25,,desktop
ceb7a980-adb3-459f-a362-69d213ba3e8d,2024-07-26T14:12:12,Asia,response,1.11,,tablet
ba618786-dab8-42b7-82da-29c6fadb0cdb,2024-02-10T06:56:37,South America,query,0.13,3.5,mobile
842cf6ce-7d19-4f9e-accc-53ce62b648c9,2024-09-25T12:47:22,North America,query,2.65,1.5,tablet
6052d581-6564-4327-98a9-6566436cc183,2024-08-04T04:44:51,Africa,query,1.68,1.3,tablet
62dc0742-fc77-4c3f-9cfc-a633c4e902f5,2024-08-09T23:57:04,Europe,query,1.4,4.0,desktop
539a83be-1d1e-4ffa-84b4-01856e51f97b,2024-12-03T20:02:10,Europe,query,2.57,4.8,desktop
375667b6-a886-4b7d-a24a-c443a49c1999,2024-11-21T19:54:45,Africa,query,2.49,2.5,mobile
b2057eb4-0e11-46e9-a395-8934783dcb4d,2024-03-16T19:12:19,Asia,query,0.88,,tablet
cb6e120f-9db6-4c58-8e41-d07be1e926c0,2024-03-23T17:04:40,Africa,query,2.94,,desktop
b97292b2-2ada-412c-ba30-b2719ca57d79,2024-07-28T06:54:48,Africa,query,0.42,,tablet
fc6448ed-bee6-48f1-9693-3798eabcfff6,2024-07-10T12:42:44,South America,response,0.17,4.1,tablet
84d58ee7-c2a4-4211-a0ec-833365d571e1,2024-05-22T04:30:49,North America,query,1.46,4.3,mobile
69ab1fc8-95ce-48d9-9a36-05f3043690dd,2024-05-10T01:29:42,North America,query,2.91,1.6,tablet
c323d24b-9cd1-4880-a04a-8a57480e2258,2024-07-18T08:29:48,Asia,query,2.42,,desktop
3256cdb3-1483-42bc-8b38-10f5f098f832,2024-10-09T21:55:51,Oceania,response,1.48,,desktop
